yourlist:M20201208E5A08BB0B2D1C45B0C7BC3B55FD2655607611FW	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
MPDZ_HUMAN	O75970	MPDZ_HUMAN	reviewed	Multiple PDZ domain protein (Multi-PDZ domain protein 1)	MPDZ MUPP1	Homo sapiens (Human)	2070
CLD7_HUMAN	O95471	CLD7_HUMAN	reviewed	Claudin-7 (CLDN-7)	CLDN7 CEPTRL2 CPETRL2	Homo sapiens (Human)	211
CLD8_HUMAN	P56748	CLD8_HUMAN	reviewed	Claudin-8	CLDN8 UNQ779/PRO1573	Homo sapiens (Human)	225
CLCB_HUMAN	P09497	CLCB_HUMAN	reviewed	Clathrin light chain B (Lcb)	CLTB	Homo sapiens (Human)	229
Q15751_HUMAN	Q15751	HERC1_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	HERC1	Homo sapiens (Human)	4861
SCYL2_HUMAN	Q6P3W7	SCYL2_HUMAN	reviewed	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	SCYL2 CVAK104 KIAA1360	Homo sapiens (Human)	929
SNX5_HUMAN	Q9Y5X3	SNX5_HUMAN	reviewed	Sorting nexin-5	SNX5	Homo sapiens (Human)	404
CLH2_HUMAN	P53675	CLH2_HUMAN	reviewed	Clathrin heavy chain 2 (Clathrin heavy chain on chromosome 22) (CLH-22)	CLTCL1 CLH22 CLTCL CLTD	Homo sapiens (Human)	1640
CLIC1_HUMAN	O00299	CLIC1_HUMAN	reviewed	Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)	CLIC1 G6 NCC27	Homo sapiens (Human)	241
CLK2_HUMAN	P49760	CLK2_HUMAN	reviewed	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	CLK2	Homo sapiens (Human)	499
CLK3_HUMAN	P49761	CLK3_HUMAN	reviewed	Dual specificity protein kinase CLK3 (EC 2.7.12.1) (CDC-like kinase 3)	CLK3	Homo sapiens (Human)	638
CA063_HUMAN,Q49AA4_HUMAN	Q9BUV0	RSRP1_HUMAN	reviewed	Arginine/serine-rich protein 1	RSRP1 C1orf63 HT033 NPD014	Homo sapiens (Human)	290
CLK4_HUMAN	Q9HAZ1	CLK4_HUMAN	reviewed	Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4)	CLK4	Homo sapiens (Human)	481
HSPB2_HUMAN	Q16082	HSPB2_HUMAN	reviewed	Heat shock protein beta-2 (HspB2) (DMPK-binding protein) (MKBP)	HSPB2	Homo sapiens (Human)	182
UBL5_HUMAN	Q9BZL1	UBL5_HUMAN	reviewed	Ubiquitin-like protein 5	UBL5	Homo sapiens (Human)	73
BMAL2_HUMAN	Q8WYA1	BMAL2_HUMAN	reviewed	Aryl hydrocarbon receptor nuclear translocator-like protein 2 (Basic-helix-loop-helix-PAS protein MOP9) (Brain and muscle ARNT-like 2) (CYCLE-like factor) (CLIF) (Class E basic helix-loop-helix protein 6) (bHLHe6) (Member of PAS protein 9) (PAS domain-containing protein 9)	ARNTL2 BHLHE6 BMAL2 CLIF MOP9 PASD9	Homo sapiens (Human)	636
CLP1_HUMAN	Q92989	CLP1_HUMAN	reviewed	Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1)	CLP1 HEAB	Homo sapiens (Human)	425
PCF11_HUMAN	O94913	PCF11_HUMAN	reviewed	Pre-mRNA cleavage complex 2 protein Pcf11 (Pre-mRNA cleavage complex II protein Pcf11)	PCF11 KIAA0824	Homo sapiens (Human)	1555
CLSPN_HUMAN	Q9HAW4	CLSPN_HUMAN	reviewed	Claspin (hClaspin)	CLSPN	Homo sapiens (Human)	1339
CLUA1_HUMAN	Q96AJ1	CLUA1_HUMAN	reviewed	Clusterin-associated protein 1 (Qilin)	CLUAP1 KIAA0643	Homo sapiens (Human)	413
Q9BW66_HUMAN,Q9NPF9_HUMAN	Q9BW66	CINP_HUMAN	reviewed	Cyclin-dependent kinase 2-interacting protein (CDK2-interacting protein)	CINP	Homo sapiens (Human)	212
CN032_HUMAN	Q8NDC0	MISSL_HUMAN	reviewed	MAPK-interacting and spindle-stabilizing protein-like (Mitogen-activated protein kinase 1-interacting protein 1-like)	MAPK1IP1L C14orf32	Homo sapiens (Human)	245
CN048_HUMAN	Q8NCU1	CC197_HUMAN	reviewed	Uncharacterized protein CCDC197 (Coiled-coil domain-containing protein 197)	CCDC197 C14orf48 LINC00521	Homo sapiens (Human)	143
TOX4_HUMAN,CN092_HUMAN	O94842	TOX4_HUMAN	reviewed	TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1)	TOX4 C14orf92 KIAA0737	Homo sapiens (Human)	621
CN122_HUMAN	Q9Y3B6	EMC9_HUMAN	reviewed	ER membrane protein complex subunit 9 (Protein FAM158A)	EMC9 C14orf122 FAM158A CGI-112	Homo sapiens (Human)	208
CN130_HUMAN	Q8N806	UBR7_HUMAN	reviewed	Putative E3 ubiquitin-protein ligase UBR7 (EC 2.3.2.27) (N-recognin-7) (RING-type E3 ubiquitin transferase UBR7)	UBR7 C14orf130	Homo sapiens (Human)	425
CN133_HUMAN	Q9H9C1	SPE39_HUMAN	reviewed	Spermatogenesis-defective protein 39 homolog (hSPE-39) (VPS33B-interacting protein in apical-basolateral polarity regulator) (VPS33B-interacting protein in polarity and apical restriction)	VIPAS39 C14orf133 SPE39 VIPAR	Homo sapiens (Human)	493
VP33B_HUMAN	Q9H267	VP33B_HUMAN	reviewed	Vacuolar protein sorting-associated protein 33B (hVPS33B)	VPS33B	Homo sapiens (Human)	617
CN135_HUMAN	Q63HM2	PCX4_HUMAN	reviewed	Pecanex-like protein 4 (Hepatitis C virus F protein-binding protein 2) (HCV F protein-binding protein 2) (Pecanex homolog protein 4)	PCNX4 C14orf135 FBP2 PCNXL4	Homo sapiens (Human)	1172
SQSTM_HUMAN	Q13501	SQSTM_HUMAN	reviewed	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440
CN166_HUMAN	Q9Y224	RTRAF_HUMAN	reviewed	RNA transcription, translation and transport factor protein (CLE7 homolog) (CLE) (hCLE)	RTRAF C14orf166 CGI-99	Homo sapiens (Human)	244
NIN_HUMAN	Q8N4C6	NIN_HUMAN	reviewed	Ninein (hNinein) (Glycogen synthase kinase 3 beta-interacting protein) (GSK3B-interacting protein)	NIN KIAA1565	Homo sapiens (Human)	2090
CNBP1_HUMAN	Q9NSA3	CNBP1_HUMAN	reviewed	Beta-catenin-interacting protein 1 (Inhibitor of beta-catenin and Tcf-4)	CTNNBIP1 ICAT	Homo sapiens (Human)	81
CNKR1_HUMAN	Q969H4	CNKR1_HUMAN	reviewed	Connector enhancer of kinase suppressor of ras 1 (Connector enhancer of KSR 1) (CNK homolog protein 1) (CNK1) (hCNK1) (Connector enhancer of KSR-like)	CNKSR1 CNK1	Homo sapiens (Human)	720
CYH3_HUMAN	O43739	CYH3_HUMAN	reviewed	Cytohesin-3 (ARF nucleotide-binding site opener 3) (Protein ARNO3) (General receptor of phosphoinositides 1) (Grp1) (PH, SEC7 and coiled-coil domain-containing protein 3)	CYTH3 ARNO3 GRP1 PSCD3	Homo sapiens (Human)	400
RASF1_HUMAN	Q9NS23	RASF1_HUMAN	reviewed	Ras association domain-containing protein 1	RASSF1 RDA32	Homo sapiens (Human)	344
RHOC_HUMAN	P08134	RHOC_HUMAN	reviewed	Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9)	RHOC ARH9 ARHC	Homo sapiens (Human)	193
RHOH_HUMAN	Q15669	RHOH_HUMAN	reviewed	Rho-related GTP-binding protein RhoH (GTP-binding protein TTF) (Translocation three four protein)	RHOH ARHH TTF	Homo sapiens (Human)	191
CNKR2_HUMAN	Q8WXI2	CNKR2_HUMAN	reviewed	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR 2) (CNK homolog protein 2) (CNK2)	CNKSR2 CNK2 KIAA0902 KSR2	Homo sapiens (Human)	1034
CNN1_HUMAN	P51911	CNN1_HUMAN	reviewed	Calponin-1 (Basic calponin) (Calponin H1, smooth muscle)	CNN1	Homo sapiens (Human)	297
PPLA_HUMAN	P26678	PPLA_HUMAN	reviewed	Cardiac phospholamban (PLB)	PLN PLB	Homo sapiens (Human)	52
CNN3_HUMAN	Q15417	CNN3_HUMAN	reviewed	Calponin-3 (Calponin, acidic isoform)	CNN3	Homo sapiens (Human)	329
CNOT2_HUMAN	Q9NZN8	CNOT2_HUMAN	reviewed	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	CNOT2 CDC36 NOT2 HSPC131 MSTP046	Homo sapiens (Human)	540
CNOT3_HUMAN	O75175	CNOT3_HUMAN	reviewed	CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2)	CNOT3 KIAA0691 LENG2 NOT3	Homo sapiens (Human)	753
Q7Z3K2_HUMAN	A5YKK6	CNOT1_HUMAN	reviewed	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	CNOT1 CDC39 KIAA1007 NOT1 AD-005	Homo sapiens (Human)	2376
CAND2_HUMAN	O75155	CAND2_HUMAN	reviewed	Cullin-associated NEDD8-dissociated protein 2 (Cullin-associated and neddylation-dissociated protein 2) (Epididymis tissue protein Li 169) (TBP-interacting protein of 120 kDa B) (TBP-interacting protein 120B) (p120 CAND2)	CAND2 KIAA0667 TIP120B	Homo sapiens (Human)	1236
CNOT4_HUMAN	O95628	CNOT4_HUMAN	reviewed	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	CNOT4 NOT4	Homo sapiens (Human)	575
CNOT6_HUMAN	Q9ULM6	CNOT6_HUMAN	reviewed	CCR4-NOT transcription complex subunit 6 (EC 3.1.13.4) (CCR4 carbon catabolite repression 4-like) (Carbon catabolite repressor protein 4 homolog) (Cytoplasmic deadenylase)	CNOT6 CCR4 CCR4a KIAA1194	Homo sapiens (Human)	557
CNOT7_HUMAN	Q9UIV1	CNOT7_HUMAN	reviewed	CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (BTG1-binding factor 1) (CCR4-associated factor 1) (CAF-1) (Caf1a)	CNOT7 CAF1	Homo sapiens (Human)	285
TOB2_HUMAN	Q14106	TOB2_HUMAN	reviewed	Protein Tob2 (Protein Tob4) (Transducer of erbB-2 2)	TOB2 KIAA1663 TOB4 TROB2	Homo sapiens (Human)	344
CNPY2_HUMAN	Q9Y2B0	CNPY2_HUMAN	reviewed	Protein canopy homolog 2 (MIR-interacting saposin-like protein) (Putative secreted protein Zsig9) (Transmembrane protein 4)	CNPY2 MSAP TMEM4 ZSIG9 UNQ1943/PRO4426	Homo sapiens (Human)	182
MLXIP_HUMAN	Q9HAP2	MLXIP_HUMAN	reviewed	MLX-interacting protein (Class E basic helix-loop-helix protein 36) (bHLHe36) (Transcriptional activator MondoA)	MLXIP BHLHE36 KIAA0867 MIR MONDOA	Homo sapiens (Human)	919
MYLIP_HUMAN	Q8WY64	MYLIP_HUMAN	reviewed	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	MYLIP BZF1 IDOL BM-023 PP5242	Homo sapiens (Human)	445
LIFR_HUMAN	P42702	LIFR_HUMAN	reviewed	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	LIFR	Homo sapiens (Human)	1097
CNTN1_HUMAN	Q12860	CNTN1_HUMAN	reviewed	Contactin-1 (Glycoprotein gp135) (Neural cell surface protein F3)	CNTN1	Homo sapiens (Human)	1018
CNTN6_HUMAN	Q9UQ52	CNTN6_HUMAN	reviewed	Contactin-6 (Neural recognition molecule NB-3) (hNB-3)	CNTN6	Homo sapiens (Human)	1028
CNTN2_HUMAN	Q02246	CNTN2_HUMAN	reviewed	Contactin-2 (Axonal glycoprotein TAG-1) (Axonin-1) (Transient axonal glycoprotein 1) (TAX-1)	CNTN2 AXT TAG1 TAX1	Homo sapiens (Human)	1040
VAC14_HUMAN	Q08AM6	VAC14_HUMAN	reviewed	Protein VAC14 homolog (Tax1-binding protein 2)	VAC14 TAX1BP2 TRX	Homo sapiens (Human)	782
CNTP1_HUMAN	P78357	CNTP1_HUMAN	reviewed	Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190)	CNTNAP1 CASPR NRXN4	Homo sapiens (Human)	1384
KCAB1_HUMAN	Q14722	KCAB1_HUMAN	reviewed	Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1)	KCNAB1 KCNA1B	Homo sapiens (Human)	419
CNTP2_HUMAN	Q9UHC6	CNTP2_HUMAN	reviewed	Contactin-associated protein-like 2 (Cell recognition molecule Caspr2)	CNTNAP2 CASPR2 KIAA0868	Homo sapiens (Human)	1331
CTR9_HUMAN	Q6PD62	CTR9_HUMAN	reviewed	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)	CTR9 KIAA0155 SH2BP1	Homo sapiens (Human)	1173
KCNA2_HUMAN	P16389	KCNA2_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2)	KCNA2	Homo sapiens (Human)	499
MACF4_HUMAN,MACF1_HUMAN	Q9UPN3	MACF1_HUMAN	reviewed	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)	MACF1 ABP620 ACF7 KIAA0465 KIAA1251	Homo sapiens (Human)	7388
ZMIZ1_HUMAN,Q5JSH9_HUMAN	Q9ULJ6	ZMIZ1_HUMAN	reviewed	Zinc finger MIZ domain-containing protein 1 (PIAS-like protein Zimp10) (Retinoic acid-induced protein 17)	ZMIZ1 KIAA1224 RAI17 ZIMP10	Homo sapiens (Human)	1067
CNTP4_HUMAN	Q9C0A0	CNTP4_HUMAN	reviewed	Contactin-associated protein-like 4 (Cell recognition molecule Caspr4)	CNTNAP4 CASPR4 KIAA1763	Homo sapiens (Human)	1308
FBX21_HUMAN	O94952	FBX21_HUMAN	reviewed	F-box only protein 21	FBXO21 FBX21 KIAA0875	Homo sapiens (Human)	628
MAST3_HUMAN	O60307	MAST3_HUMAN	reviewed	Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1)	MAST3 KIAA0561	Homo sapiens (Human)	1309
RBP10_HUMAN,Q9P264_HUMAN	Q6VN20	RBP10_HUMAN	reviewed	Ran-binding protein 10 (RanBP10)	RANBP10 KIAA1464	Homo sapiens (Human)	620
CO029_HUMAN	Q9H079	KTBL1_HUMAN	reviewed	KATNB1-like protein 1 (Katanin p80 subunit B-like 1)	KATNBL1 C15orf29	Homo sapiens (Human)	304
CO039_HUMAN	Q6ZRI6	CO039_HUMAN	reviewed	Uncharacterized protein C15orf39	C15orf39 FP6578	Homo sapiens (Human)	1047
CO1A1_HUMAN	P02452	CO1A1_HUMAN	reviewed	Collagen alpha-1(I) chain (Alpha-1 type I collagen)	COL1A1	Homo sapiens (Human)	1464
CO1A2_HUMAN	P08123	CO1A2_HUMAN	reviewed	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	COL1A2	Homo sapiens (Human)	1366
CO2A1_HUMAN	P02458	CO2A1_HUMAN	reviewed	Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]	COL2A1	Homo sapiens (Human)	1487
CO6A1_HUMAN	P12109	CO6A1_HUMAN	reviewed	Collagen alpha-1(VI) chain	COL6A1	Homo sapiens (Human)	1028
C1S_HUMAN	P09871	C1S_HUMAN	reviewed	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain]	C1S	Homo sapiens (Human)	688
MMP12_HUMAN	P39900	MMP12_HUMAN	reviewed	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)	MMP12 HME	Homo sapiens (Human)	470
VSIG4_HUMAN	Q9Y279	VSIG4_HUMAN	reviewed	V-set and immunoglobulin domain-containing protein 4 (Protein Z39Ig)	VSIG4 CRIg Z39IG UNQ317/PRO362	Homo sapiens (Human)	399
CO4A1_HUMAN	P02462	CO4A1_HUMAN	reviewed	Collagen alpha-1(IV) chain [Cleaved into: Arresten]	COL4A1	Homo sapiens (Human)	1669
CO4A2_HUMAN	P08572	CO4A2_HUMAN	reviewed	Collagen alpha-2(IV) chain [Cleaved into: Canstatin]	COL4A2	Homo sapiens (Human)	1712
CO4A3_HUMAN	Q01955	CO4A3_HUMAN	reviewed	Collagen alpha-3(IV) chain (Goodpasture antigen) [Cleaved into: Tumstatin]	COL4A3	Homo sapiens (Human)	1670
USH2A_HUMAN	O75445	USH2A_HUMAN	reviewed	Usherin (Usher syndrome type IIa protein) (Usher syndrome type-2A protein)	USH2A	Homo sapiens (Human)	5202
CO5A1_HUMAN	P20908	CO5A1_HUMAN	reviewed	Collagen alpha-1(V) chain	COL5A1	Homo sapiens (Human)	1838
CO5A2_HUMAN	P05997	CO5A2_HUMAN	reviewed	Collagen alpha-2(V) chain	COL5A2	Homo sapiens (Human)	1499
CO6A2_HUMAN	P12110	CO6A2_HUMAN	reviewed	Collagen alpha-2(VI) chain	COL6A2	Homo sapiens (Human)	1019
CO7A1_HUMAN	Q02388	CO7A1_HUMAN	reviewed	Collagen alpha-1(VII) chain (Long-chain collagen) (LC collagen)	COL7A1	Homo sapiens (Human)	2944
FBXL2_HUMAN	Q9UKC9	FBXL2_HUMAN	reviewed	F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3)	FBXL2 FBL2 FBL3	Homo sapiens (Human)	423
Q8TBC3_HUMAN,SHKB1_HUMAN	Q8TBC3	SHKB1_HUMAN	reviewed	SH3KBP1-binding protein 1 (SETA-binding protein 1)	SHKBP1 SB1 PP203	Homo sapiens (Human)	707
TSP1_HUMAN	P07996	TSP1_HUMAN	reviewed	Thrombospondin-1 (Glycoprotein G)	THBS1 TSP TSP1	Homo sapiens (Human)	1170
Z3H7A_HUMAN	Q8IWR0	Z3H7A_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 7A	ZC3H7A ZC3H7 ZC3HDC7 HSPC055	Homo sapiens (Human)	971
CO8A1_HUMAN	P27658	CO8A1_HUMAN	reviewed	Collagen alpha-1(VIII) chain (Endothelial collagen) [Cleaved into: Vastatin]	COL8A1 C3orf7	Homo sapiens (Human)	744
CO8A_HUMAN	P07357	CO8A_HUMAN	reviewed	Complement component C8 alpha chain (Complement component 8 subunit alpha)	C8A	Homo sapiens (Human)	584
CO8G_HUMAN	P07360	CO8G_HUMAN	reviewed	Complement component C8 gamma chain	C8G	Homo sapiens (Human)	202
CO9_HUMAN	P02748	CO9_HUMAN	reviewed	Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b]	C9	Homo sapiens (Human)	559
CO9A2_HUMAN	Q14055	CO9A2_HUMAN	reviewed	Collagen alpha-2(IX) chain	COL9A2	Homo sapiens (Human)	689
COA2_HUMAN	O00763	ACACB_HUMAN	reviewed	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	ACACB ACC2 ACCB	Homo sapiens (Human)	2458
COASY_HUMAN	Q13057	COASY_HUMAN	reviewed	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	COASY PSEC0106	Homo sapiens (Human)	564
LIMK2_HUMAN	P53671	LIMK2_HUMAN	reviewed	LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1)	LIMK2	Homo sapiens (Human)	638
NRK_HUMAN	Q7Z2Y5	NRK_HUMAN	reviewed	Nik-related protein kinase (EC 2.7.11.1)	NRK	Homo sapiens (Human)	1582
SSH1_HUMAN	Q8WYL5	SSH1_HUMAN	reviewed	Protein phosphatase Slingshot homolog 1 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 1) (SSH-1L) (hSSH-1L)	SSH1 KIAA1298 SSH1L	Homo sapiens (Human)	1049
TESK2_HUMAN	Q96S53	TESK2_HUMAN	reviewed	Dual specificity testis-specific protein kinase 2 (EC 2.7.12.1) (Testicular protein kinase 2)	TESK2	Homo sapiens (Human)	571
TPIS_HUMAN	P60174	TPIS_HUMAN	reviewed	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)	TPI1 TPI	Homo sapiens (Human)	249
COG1_HUMAN	Q8WTW3	COG1_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1)	COG1 KIAA1381 LDLB	Homo sapiens (Human)	980
COG4_HUMAN	Q9H9E3	COG4_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	COG4	Homo sapiens (Human)	785
COG2_HUMAN	Q14746	COG2_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 2 (COG complex subunit 2) (Component of oligomeric Golgi complex 2) (Low density lipoprotein receptor defect C-complementing protein)	COG2 LDLC	Homo sapiens (Human)	738
COG3_HUMAN	Q96JB2	COG3_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Vesicle-docking protein SEC34 homolog) (p94)	COG3 SEC34	Homo sapiens (Human)	828
COG5_HUMAN	Q9UP83	COG5_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (13S Golgi transport complex 90 kDa subunit) (GTC-90) (Component of oligomeric Golgi complex 5) (Golgi transport complex 1)	COG5 GOLTC1 GTC90	Homo sapiens (Human)	839
COG7_HUMAN	P83436	COG7_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	COG7 UNQ3082/PRO10013	Homo sapiens (Human)	770
COG8_HUMAN	Q96MW5	COG8_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	COG8	Homo sapiens (Human)	612
COG6_HUMAN	Q9Y2V7	COG6_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	COG6 KIAA1134	Homo sapiens (Human)	657
COKA1_HUMAN	Q9P218	COKA1_HUMAN	reviewed	Collagen alpha-1(XX) chain	COL20A1 KIAA1510	Homo sapiens (Human)	1284
COLI_HUMAN	P01189	COLI_HUMAN	reviewed	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	POMC	Homo sapiens (Human)	267
OGFR_HUMAN	Q9NZT2	OGFR_HUMAN	reviewed	Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor)	OGFR	Homo sapiens (Human)	677
COMD1_HUMAN	Q8N668	COMD1_HUMAN	reviewed	COMM domain-containing protein 1 (Protein Murr1)	COMMD1 C2orf5 MURR1	Homo sapiens (Human)	190
COMD3_HUMAN	Q9UBI1	COMD3_HUMAN	reviewed	COMM domain-containing protein 3 (Protein Bup) (Protein PIL)	COMMD3 BUP C10orf8	Homo sapiens (Human)	195
ZN337_HUMAN	Q9Y3M9	ZN337_HUMAN	reviewed	Zinc finger protein 337	ZNF337	Homo sapiens (Human)	751
XRN2_HUMAN	Q9H0D6	XRN2_HUMAN	reviewed	5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein)	XRN2	Homo sapiens (Human)	950
CONA1_HUMAN	Q86Y22	CONA1_HUMAN	reviewed	Collagen alpha-1(XXIII) chain	COL23A1	Homo sapiens (Human)	540
COPD_HUMAN	P48444	COPD_HUMAN	reviewed	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	ARCN1 COPD	Homo sapiens (Human)	511
RGS4_HUMAN	P49798	RGS4_HUMAN	reviewed	Regulator of G-protein signaling 4 (RGP4) (RGS4)	RGS4	Homo sapiens (Human)	205
COPZ2_HUMAN	Q9P299	COPZ2_HUMAN	reviewed	Coatomer subunit zeta-2 (Zeta-2-coat protein) (Zeta-2 COP)	COPZ2	Homo sapiens (Human)	210
COPA_HUMAN,Q8IXZ9_HUMAN	P53621	COPA_HUMAN	reviewed	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	COPA	Homo sapiens (Human)	1224
COPZ1_HUMAN	P61923	COPZ1_HUMAN	reviewed	Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-1 COP)	COPZ1 COPZ CGI-120 HSPC181	Homo sapiens (Human)	177
COQ9_HUMAN	O75208	COQ9_HUMAN	reviewed	Ubiquinone biosynthesis protein COQ9, mitochondrial	COQ9 C16orf49 HSPC326 PSEC0129	Homo sapiens (Human)	318
TM16H_HUMAN	Q9HCE9	ANO8_HUMAN	reviewed	Anoctamin-8 (Transmembrane protein 16H)	ANO8 KIAA1623 TMEM16H	Homo sapiens (Human)	1232
COR1B_HUMAN	Q9BR76	COR1B_HUMAN	reviewed	Coronin-1B (Coronin-2)	CORO1B	Homo sapiens (Human)	489
COT1_HUMAN	P10589	COT1_HUMAN	reviewed	COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3)	NR2F1 EAR3 ERBAL3 TFCOUP1	Homo sapiens (Human)	423
COT2_HUMAN	P24468	COT2_HUMAN	reviewed	COUP transcription factor 2 (COUP-TF2) (Apolipoprotein A-I regulatory protein 1) (ARP-1) (COUP transcription factor II) (COUP-TF II) (Nuclear receptor subfamily 2 group F member 2)	NR2F2 ARP1 TFCOUP2	Homo sapiens (Human)	414
